ID,stage1_flow_deviation,stage1_density_deviation,stage1_viscosity_deviation,stage1_co2_deviation,stage1_o2_deviation,stage1_n_deviation,target
204,-0.408491378,-1.080103743,3.057608252,2.056497073,0.157190847,-0.55090632,1
205,-0.457426059,2.354923236,-4.110082051,1.287931975,-0.975200222,0.129883568,0
206,1.07326956,1.706454201,-0.552976655,0.519366877,0.078023511,0.474870802,1
207,-0.240588412,-3.465332294,-0.177942966,-0.249198221,-1.961659831,-1.13563934,0
208,-1.554446384,1.474321031,1.986795065,-0.376414184,-0.214242911,-1.758787599,0
209,0.29092446,1.319214649,4.134254211,-0.503630146,0.412732501,-0.642933196,1
210,2.136295303,0.494589246,-1.696079197,-0.630846108,-0.785153157,-0.195365298,0
211,0.556828197,3.241094986,-1.342550821,-0.75806207,-1.994872332,-0.070942716,0
212,1.279996741,-4.220346996,1.714453436,3.229427843,0.237892814,-0.061348079,0
213,2.003165284,2.892973331,-0.209056926,-0.467709678,-1.085381342,0.752425769,0
214,-5.056891081,-5.21350003,-5.132174653,-0.655155622,0.803243073,1.272760219,1
215,-2.249462587,0.736009434,-0.577927908,-1.496934312,-0.363109379,0.152033813,0
216,0.557965907,-1.01266231,-7.428147248,-0.590175451,-0.307001878,0.317281116,0
217,1.56590242,2.173163634,-2.226878937,0.316583411,-0.719923274,1.110453109,0
218,1.348306874,1.2413749,2.374815364,-2.148828668,0.998368094,0.947283742,1
219,-5.665296747,-1.202887236,1.118060399,-4.614240746,-1.060460349,-0.768895133,0
220,-2.431924024,-1.46309132,0.552715722,-1.622041859,0.055621823,-0.130156274,0
221,0.670896115,-3.834317213,-2.592023064,-1.648690686,1.171703994,1.246300414,0
222,0.359942995,-1.670809195,3.621214417,0.105767541,0.741271862,1.798193273,0
223,0.048989874,0.077321579,1.256265797,1.229052339,-0.559974023,1.266131457,0
224,-0.261963246,2.619984473,-3.101065268,2.352337138,-1.861219908,-1.16616383,1
225,-0.572916367,1.38537371,-1.67679805,3.475621937,-0.904960091,-0.779221362,0
226,0.646311795,0.150762947,-0.303927921,-0.176371156,0.051299725,-0.392278894,0
227,1.865539958,0.001793962,1.275131267,-1.596927561,0.715878144,-0.630204553,0
228,1.399557092,0.325818674,2.25018876,-0.617314926,0.05706364,-0.427738376,1
229,1.276962887,2.994873312,-3.018808667,0.469985137,-1.019024113,1.01221759,0
230,1.154368683,0.993510169,-0.573462364,1.5572852,-1.405547329,-0.351480915,0
231,1.031774479,3.052382127,-2.752617838,2.644585263,-1.792070544,-0.241718765,0
232,0.244290192,2.323051713,0.404411378,3.731885326,-0.578816945,1.489411734,0
233,-0.543194095,2.500638747,-2.552011403,1.815932727,0.634436655,-0.910095396,0
234,0.622817153,1.677785372,-2.91106239,1.421093259,-2.125620314,-1.5530761,0
235,-0.517223124,3.117819645,-2.249599643,1.026253791,1.218522457,-0.376950418,0
236,0.374208104,-7.269468409,0.229122681,0.631414324,0.410382277,1.015961276,0
237,0.103125839,3.522189262,-1.255264154,0.236574856,-0.397757903,0.572138114,0
238,1.2586389,2.358634672,-2.739650989,-1.526679495,-0.487410842,-1.051030318,0
239,-0.087655294,1.416731785,1.062290665,-2.202390264,-0.577063781,-1.117622625,0
240,-1.433949489,-1.886874197,-2.032196131,-0.460264668,-0.666716721,-1.233367178,0
241,-2.780243683,-0.900046399,-4.835394259,-1.099886332,-0.927315539,-1.40187878,0
242,-1.687952781,3.799568634,1.004081018,-1.265166907,0.030527478,0.277977826,0
243,-2.213439115,-0.436635643,1.183891872,-1.430447482,0.988370494,-0.191591569,0
244,-1.051896393,0.422198301,0.327738347,0.03186761,1.94621351,1.22554867,0
245,0.547485713,2.416591691,-1.116304629,1.494182701,1.247772444,1.51206522,1
246,-2.661852041,4.721496655,1.074624074,0.27443436,-1.132456907,-0.376921527,1
247,-4.11116947,-5.540826463,-0.159251921,-0.796804319,-0.289650841,-0.435959423,0
248,-0.072712317,-5.091056601,2.13091116,-1.868042998,0.319811065,0.044901732,1
249,1.820294479,2.521038053,0.389403807,-2.939281676,0.929272972,0.525762887,0
250,4.406695896,-0.358519645,-2.919004844,-4.010520355,-0.505662374,0.420902527,0
251,-0.829209143,-2.40277961,-0.536484406,-5.081759034,3.212532758,-1.468063556,0
252,-1.073222362,-0.697504336,0.703447384,-6.152997713,-0.487136599,-0.72221531,0
253,-1.199910063,1.007770938,0.492832535,-3.063613329,-0.787719971,0.672388949,0
254,-0.055187536,2.114538218,-2.063220432,0.025771054,1.959497398,-1.91600083,0
255,1.089534992,-0.268491594,2.316539519,-2.672203157,-1.031756277,1.177307162,0
256,2.234257519,-1.109712609,0.294833418,-1.796691532,0.06713721,0.588877447,1
257,3.378980046,1.768335456,-1.650329466,-0.921179907,1.166030697,1.010766871,0
258,5.837911434,-0.587742499,0.696783768,2.780352937,2.264924185,-0.254291084,0
259,1.17942328,2.429149954,3.043897003,-3.141590511,0.060767612,-0.656399476,0
260,-3.479064875,0.958125757,-1.290859672,-6.865654211,0.365066572,-1.366868452,0
261,4.425918164,5.485399028,0.443572919,-0.245401834,-0.298689796,0.811950729,0
262,-8.880648265,4.099545752,2.17800551,-1.532529701,-1.320513884,-1.298303013,0
263,-6.083357236,2.713692475,1.274557239,-1.980299086,-0.594875658,1.732392363,1
264,-3.286066206,-0.831685191,0.371108968,-2.428068471,2.237545815,-0.675209199,1
265,-0.502977578,2.884153906,0.261783082,-2.875837856,-0.131954388,-0.323146757,0
266,2.28011105,-1.666905054,-2.297770457,2.260354658,-0.717716164,0.051028234,0
267,-3.509651213,2.064359409,-2.644451849,3.426936009,-1.583635578,0.147979584,0
268,0.608508971,1.779311006,0.074078607,4.59351736,-0.46932496,-1.727477018,1
269,0.184569097,1.861644013,3.586069388,0.64335556,-1.181785184,-1.978370018,1
270,-0.893534346,2.682494903,-0.068316148,-2.705916782,1.208236391,2.024805424,0
271,-1.971637789,-1.885555333,-0.755297067,-3.239569985,1.208314179,-0.372238685,0
272,-0.680855623,2.028817101,0.352437578,-1.219122766,-1.277682624,-0.785320402,1
273,0.491369361,0.426821068,-4.197699612,3.229766991,1.262465966,-1.067920756,0
274,1.663594345,0.50876097,-1.405565162,4.059201465,-0.001660636,0.949402894,0
275,1.726345493,1.166737232,-1.28840535,2.023131358,-0.817277615,1.126162228,0
276,1.78909664,0.244964521,-2.269990942,-2.616031127,-1.290688124,0.249200113,0
277,1.851847788,-5.073326663,-3.251576535,-3.243922783,-1.764098634,1.28049154,1
278,1.914598936,-0.503505555,2.010809818,-4.4720788,-0.115827504,-0.082990793,0
279,1.977350084,-1.968462802,-2.430243958,-5.700234818,0.256853136,-0.953992621,0
280,1.463601507,-4.906899043,-2.594032802,-1.780649503,-0.971456278,-0.170549029,0
281,0.949852929,0.352323514,0.476990829,2.138935811,-0.243492832,-0.517149877,0
282,1.258486943,-0.613117022,-0.690068399,-1.448709219,-0.907579771,-2.325908159,0
283,1.567120957,1.261066419,-1.857127627,1.966081838,-0.122881638,1.97110652,0
284,-4.041216208,-0.970868514,-3.942600617,0.863502661,0.661816494,-1.066168452,0
285,2.181506381,3.328736906,-3.520591193,1.980212049,-1.362558755,0.755156734,0
286,0.396991447,3.108921672,-1.090155429,-1.012371729,-1.970819057,-0.608433463,0
287,0.385905433,3.33499259,1.340280335,-4.004955506,-0.429321457,-1.169559526,0
288,1.85732675,0.788628906,0.469652052,-0.634589011,-0.827634518,0.244452888,0
289,1.761637745,3.481935463,-0.969094883,2.735777485,-1.225947579,0.796678392,0
290,-0.130208566,4.739815904,0.292015849,1.777290417,-1.193592095,-0.734709499,1
291,-2.022054878,-3.070558736,-2.622675623,0.81880335,1.668927953,0.606680117,0
292,0.098778974,1.934307766,2.178070442,-0.139683718,-1.280112116,0.29080797,1
293,2.268806002,3.952165045,1.465724596,-1.098170786,-0.648285639,-1.434647001,0
294,2.020721927,2.205778061,1.968912607,-1.088311073,-0.016459163,-1.448062586,0
295,3.98074003,-2.23759679,-0.18716751,-1.078451361,-1.696937222,-0.178978857,0
296,5.940758132,-0.963109649,0.698640677,-1.068591648,0.496985736,0.878549939,1
297,4.821497623,2.706149069,-0.725524526,1.866403709,0.447673128,-0.88172529,1
298,3.702237113,2.944726314,0.733925783,-0.144778364,0.444511306,0.477190076,0
299,-0.760366559,0.396840529,0.287582036,-2.155960437,-0.402749754,0.095306897,1
300,2.436152544,1.4053507,-1.293873515,-2.318200432,0.664506015,-2.013581408,0
301,0.057892813,-1.203092062,-2.875329066,-2.480440428,-0.870328948,-0.390600152,0
302,-0.140114087,1.708578194,0.556277708,-2.642680423,-0.443700161,-0.442581294,0
303,-3.302960294,-0.462858044,1.028823158,-2.804920418,0.287814919,-0.560875009,1
304,2.762086956,0.74885378,6.216198385,-1.751853167,-0.017432998,-0.168749699,1
305,0.873444157,-2.373637458,-1.568493634,-0.698785915,0.201804361,0.264418407,0
306,-1.015198642,-2.62707327,0.751616225,0.354281336,1.546451348,0.279387994,0
307,-2.90384144,-5.636317063,1.584133126,2.919904418,0.457913735,-0.330915451,0
308,-0.99181659,3.025764249,-0.05105548,5.485527499,-0.29051568,-0.375990506,0
309,0.920208261,0.987850833,-1.686244085,4.438962749,-1.454187961,-2.284651204,0
310,1.061250008,1.301299733,0.729364394,3.392398,0.114449731,0.414128661,1
311,1.202291755,-2.076359643,-1.189973692,2.345833251,-0.132474286,0.261719175,0
312,1.343333503,1.710700632,3.763441828,1.299268502,-0.255378678,-2.032617226,0
313,1.48437525,-2.779409785,-1.446666218,0.252703752,0.737706717,-0.609405032,0
314,1.625416997,-1.043273051,0.382243924,0.164042623,0.779305654,-0.684415101,0
315,1.766458745,0.247835869,1.056180117,0.075381493,0.077383005,-0.198895827,1
316,-2.067670185,2.954385122,-4.831231546,0.76116828,1.313127334,0.286623446,0
317,-4.076619095,1.563425454,-1.908949763,3.495182637,1.557002926,-0.119009213,0
318,-6.085568005,-0.281265577,1.01333202,6.229196993,0.036572477,-0.524308566,0
319,3.241755291,-2.125956608,-0.990311162,-0.111618795,1.130578158,-0.380161409,0
